Higher Taxon,December 2012,Family,Subfamily
Sauria,Anolis williamsii,Dactyloidae,Dactyloidae
Sauria,Anolis williamsmittermeierorum,Dactyloidae,Dactyloidae
Sauria,Anolis woodi,Dactyloidae,Dactyloidae
Sauria,Anolis yoroensis,Dactyloidae,Dactyloidae
Sauria,Anolis zeus,Dactyloidae,Dactyloidae
Sauria,Anelytropsis papillosus,Dibamidae,Dibamidae
Sauria,Dibamus alfredi,Dibamidae,Dibamidae
Sauria,Dibamus bogadeki,Dibamidae,Dibamidae
Sauria,Dibamus booliati,Dibamidae,Dibamidae
Sauria,Dibamus bourreti,Dibamidae,Dibamidae
Sauria,Dibamus celebensis,Dibamidae,Dibamidae
Sauria,Dibamus dalaiensis,Dibamidae,Dibamidae
Sauria,Dibamus deharvengi,Dibamidae,Dibamidae
Sauria,Dibamus dezwaani,Dibamidae,Dibamidae
Sauria,Dibamus greeri,Dibamidae,Dibamidae
Sauria,Dibamus ingeri,Dibamidae,Dibamidae
Sauria,Dibamus kondaoensis,Dibamidae,Dibamidae
Sauria,Dibamus leucurus,Dibamidae,Dibamidae
Sauria,Dibamus montanus,Dibamidae,Dibamidae
Sauria,Dibamus nicobaricum,Dibamidae,Dibamidae
Sauria,Dibamus novaeguineae,Dibamidae,Dibamidae
Sauria,Dibamus seramensis,Dibamidae,Dibamidae
Sauria,Dibamus smithi,Dibamidae,Dibamidae
Sauria,Dibamus somsaki,Dibamidae,Dibamidae
Sauria,Dibamus taylori,Dibamidae,Dibamidae
Sauria,Dibamus tebal,Dibamidae,Dibamidae
Sauria,Dibamus tiomanensis,Dibamidae,Dibamidae
Sauria,Dibamus vorisi,Dibamidae,Dibamidae
Sauria,Amalosia jacovae,Diplodactylidae,Diplodactylidae
Sauria,Amalosia lesueurii,Diplodactylidae,Diplodactylidae
Sauria,Amalosia obscura,Diplodactylidae,Diplodactylidae
Sauria,Amalosia rhombifer,Diplodactylidae,Diplodactylidae
Sauria,Bavayia crassicollis,Diplodactylidae,Diplodactylidae
Sauria,Bavayia cyclura,Diplodactylidae,Diplodactylidae
Sauria,Bavayia exsuccida,Diplodactylidae,Diplodactylidae
Sauria,Bavayia geitaina,Diplodactylidae,Diplodactylidae
Sauria,Bavayia goroensis,Diplodactylidae,Diplodactylidae
Sauria,Bavayia montana,Diplodactylidae,Diplodactylidae
Sauria,Bavayia nubila,Diplodactylidae,Diplodactylidae
Sauria,Bavayia ornata,Diplodactylidae,Diplodactylidae
Sauria,Bavayia pulchella,Diplodactylidae,Diplodactylidae
Sauria,Bavayia robusta,Diplodactylidae,Diplodactylidae
Sauria,Bavayia sauvagii,Diplodactylidae,Diplodactylidae
Sauria,Bavayia septuiclavis,Diplodactylidae,Diplodactylidae
Sauria,Correlophus belepensis,Diplodactylidae,Diplodactylidae
Sauria,Correlophus ciliatus,Diplodactylidae,Diplodactylidae
Sauria,Correlophus sarasinorum,Diplodactylidae,Diplodactylidae
Sauria,Crenadactylus ocellatus,Diplodactylidae,Diplodactylidae
Sauria,Dactylocnemis pacificus,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko inexpectatus,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko insularis,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko kaalaensis,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko koniambo,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko nehoueensis,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko poumensis,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko thomaswhitei,Diplodactylidae,Diplodactylidae
Sauria,Dierogekko validiclavis,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus calcicolus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus capensis,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus conspicillatus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus fulleri,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus furcosus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus galaxias,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus galeatus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus granariensis,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus kenneallyi,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus klugei,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus mitchelli,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus ornatus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus polyophthalmus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus pulcher,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus savagei,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus tessellatus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus vittatus,Diplodactylidae,Diplodactylidae
Sauria,Diplodactylus wiru,Diplodactylidae,Diplodactylidae
Sauria,Eurydactylodes agricolae,Diplodactylidae,Diplodactylidae
Sauria,Eurydactylodes occidentalis,Diplodactylidae,Diplodactylidae
Sauria,Eurydactylodes symmetricus,Diplodactylidae,Diplodactylidae
Sauria,Eurydactylodes vieillardi,Diplodactylidae,Diplodactylidae
Sauria,Hesperoedura reticulata,Diplodactylidae,Diplodactylidae
Sauria,Hoplodactylus delcourti,Diplodactylidae,Diplodactylidae
Sauria,Hoplodactylus duvaucelii,Diplodactylidae,Diplodactylidae
Sauria,Lucasium alboguttatum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium bungabinna,Diplodactylidae,Diplodactylidae
Sauria,Lucasium byrnei,Diplodactylidae,Diplodactylidae
Sauria,Lucasium damaeum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium immaculatum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium maini,Diplodactylidae,Diplodactylidae
Sauria,Lucasium occultum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium squarrosum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium steindachneri,Diplodactylidae,Diplodactylidae
Sauria,Lucasium stenodactylum,Diplodactylidae,Diplodactylidae
Sauria,Lucasium wombeyi,Diplodactylidae,Diplodactylidae
Sauria,Mniarogekko chahoua,Diplodactylidae,Diplodactylidae
Sauria,Mniarogekko jalu,Diplodactylidae,Diplodactylidae
Sauria,Mokopirirakau cryptozoicus,Diplodactylidae,Diplodactylidae
Sauria,Mokopirirakau granulatus,Diplodactylidae,Diplodactylidae
Sauria,Mokopirirakau kahutarae,Diplodactylidae,Diplodactylidae
Sauria,Mokopirirakau nebulosus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus elegans,Diplodactylidae,Diplodactylidae
Sauria,Naultinus gemmeus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus grayii,Diplodactylidae,Diplodactylidae
Sauria,Naultinus manukanus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus poecilochlorus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus punctatus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus rudis,Diplodactylidae,Diplodactylidae
Sauria,Naultinus stellatus,Diplodactylidae,Diplodactylidae
Sauria,Naultinus tuberculatus,Diplodactylidae,Diplodactylidae
Sauria,Nebulifera robusta,Diplodactylidae,Diplodactylidae
Sauria,Oedodera marmorata,Diplodactylidae,Diplodactylidae
Sauria,Oedura castelnaui,Diplodactylidae,Diplodactylidae
Sauria,Oedura coggeri,Diplodactylidae,Diplodactylidae
Sauria,Oedura filicipoda,Diplodactylidae,Diplodactylidae
Sauria,Oedura gemmata,Diplodactylidae,Diplodactylidae
Sauria,Oedura gracilis,Diplodactylidae,Diplodactylidae
Sauria,Oedura jowalbinna,Diplodactylidae,Diplodactylidae
Sauria,Oedura marmorata,Diplodactylidae,Diplodactylidae
Sauria,Oedura monilis,Diplodactylidae,Diplodactylidae
Sauria,Oedura tryoni,Diplodactylidae,Diplodactylidae
Sauria,Paniegekko madjo,Diplodactylidae,Diplodactylidae
Sauria,Pseudothecadactylus australis,Diplodactylidae,Diplodactylidae
Sauria,Pseudothecadactylus cavaticus,Diplodactylidae,Diplodactylidae
Sauria,Pseudothecadactylus lindneri,Diplodactylidae,Diplodactylidae
Sauria,Rhacodactylus auriculatus,Diplodactylidae,Diplodactylidae
Sauria,Rhacodactylus leachianus,Diplodactylidae,Diplodactylidae
Sauria,Rhacodactylus trachycephalus,Diplodactylidae,Diplodactylidae
Sauria,Rhacodactylus trachyrhynchus,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura angusta,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura eyrensis,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura mentalis,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura ormsbyi,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura ornata,Diplodactylidae,Diplodactylidae
Sauria,Rhynchoedura sexapora,Diplodactylidae,Diplodactylidae
Sauria,Strophurus assimilis,Diplodactylidae,Diplodactylidae
Sauria,Strophurus ciliaris,Diplodactylidae,Diplodactylidae
Sauria,Strophurus elderi,Diplodactylidae,Diplodactylidae
Sauria,Strophurus intermedius,Diplodactylidae,Diplodactylidae
Sauria,Strophurus jeanae,Diplodactylidae,Diplodactylidae
Sauria,Strophurus krisalys,Diplodactylidae,Diplodactylidae
Sauria,Strophurus mcmillani,Diplodactylidae,Diplodactylidae
Sauria,Strophurus michaelseni,Diplodactylidae,Diplodactylidae
Sauria,Strophurus rankini,Diplodactylidae,Diplodactylidae
Sauria,Strophurus robinsoni,Diplodactylidae,Diplodactylidae
Sauria,Strophurus spinigerus,Diplodactylidae,Diplodactylidae
Sauria,Strophurus strophurus,Diplodactylidae,Diplodactylidae
Sauria,Strophurus taeniatus,Diplodactylidae,Diplodactylidae
Sauria,Strophurus taenicauda,Diplodactylidae,Diplodactylidae
Sauria,Strophurus wellingtonae,Diplodactylidae,Diplodactylidae
Sauria,Strophurus williamsi,Diplodactylidae,Diplodactylidae
Sauria,Strophurus wilsoni,Diplodactylidae,Diplodactylidae
Sauria,Toropuku stephensi,Diplodactylidae,Diplodactylidae
Sauria,Tukutuku rakiurae,Diplodactylidae,Diplodactylidae
Sauria,Woodworthia brunneus,Diplodactylidae,Diplodactylidae
Sauria,Woodworthia chrysosireticus,Diplodactylidae,Diplodactylidae
Sauria,Woodworthia maculatus,Diplodactylidae,Diplodactylidae
Sauria,Aeluroscalabotes felinus,Eublepharidae,Eublepharidae
Sauria,Coleonyx brevis,Eublepharidae,Eublepharidae
Sauria,Coleonyx elegans,Eublepharidae,Eublepharidae
Sauria,Coleonyx fasciatus,Eublepharidae,Eublepharidae
Sauria,Coleonyx mitratus,Eublepharidae,Eublepharidae
Sauria,Coleonyx reticulatus,Eublepharidae,Eublepharidae
Sauria,Coleonyx switaki,Eublepharidae,Eublepharidae
Sauria,Coleonyx variegatus,Eublepharidae,Eublepharidae
Sauria,Eublepharis angramainyu,Eublepharidae,Eublepharidae
Sauria,Eublepharis fuscus,Eublepharidae,Eublepharidae
Sauria,Eublepharis hardwickii,Eublepharidae,Eublepharidae
Sauria,Eublepharis macularius,Eublepharidae,Eublepharidae
Sauria,Eublepharis turcmenicus,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus araneus,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus bawanglingensis,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus catbaensis,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus hainanensis,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus huuliensis,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus kuroiwae,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus lichtenfelderi,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus luii,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus orientalis,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus splendens,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus toyamai,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus yamashinae,Eublepharidae,Eublepharidae
Sauria,Goniurosaurus yingdeensis,Eublepharidae,Eublepharidae
Sauria,Hemitheconyx caudicinctus,Eublepharidae,Eublepharidae
Sauria,Hemitheconyx taylori,Eublepharidae,Eublepharidae
Sauria,Holodactylus africanus,Eublepharidae,Eublepharidae
Sauria,Holodactylus cornii,Eublepharidae,Eublepharidae
Sauria,Afroedura africana,Gekkonidae,Gekkonidae
Sauria,Afroedura amatolica,Gekkonidae,Gekkonidae
Sauria,Afroedura bogerti,Gekkonidae,Gekkonidae
Sauria,Afroedura hawequensis,Gekkonidae,Gekkonidae
Sauria,Afroedura karroica,Gekkonidae,Gekkonidae
Sauria,Afroedura langi,Gekkonidae,Gekkonidae
Sauria,Afroedura loveridgei,Gekkonidae,Gekkonidae
Sauria,Afroedura nivaria,Gekkonidae,Gekkonidae
Sauria,Afroedura pondolia,Gekkonidae,Gekkonidae
Sauria,Afroedura tembulica,Gekkonidae,Gekkonidae
Sauria,Afroedura transvaalica,Gekkonidae,Gekkonidae
Sauria,Afrogecko ansorgii,Gekkonidae,Gekkonidae
Sauria,Afrogecko plumicaudus,Gekkonidae,Gekkonidae
Sauria,Afrogecko porphyreus,Gekkonidae,Gekkonidae
Sauria,Afrogecko swartbergensis,Gekkonidae,Gekkonidae
Sauria,Agamura persica,Gekkonidae,Gekkonidae
Sauria,Ailuronyx seychellensis,Gekkonidae,Gekkonidae
Sauria,Ailuronyx tachyscopaeus,Gekkonidae,Gekkonidae
Sauria,Ailuronyx trachygaster,Gekkonidae,Gekkonidae
Sauria,Alsophylax boehmei,Gekkonidae,Gekkonidae
Sauria,Alsophylax laevis,Gekkonidae,Gekkonidae
Sauria,Alsophylax loricatus,Gekkonidae,Gekkonidae
Sauria,Alsophylax pipiens,Gekkonidae,Gekkonidae
Sauria,Alsophylax przewalskii,Gekkonidae,Gekkonidae
Sauria,Alsophylax szczerbaki,Gekkonidae,Gekkonidae
Sauria,Alsophylax tadjikiensis,Gekkonidae,Gekkonidae
Sauria,Alsophylax tokobajevi,Gekkonidae,Gekkonidae
Sauria,Asiocolotes depressus,Gekkonidae,Gekkonidae
Sauria,Asiocolotes levitoni,Gekkonidae,Gekkonidae
Sauria,Blaesodactylus ambonihazo,Gekkonidae,Gekkonidae
Sauria,Blaesodactylus antongilensis,Gekkonidae,Gekkonidae
Sauria,Blaesodactylus boivini,Gekkonidae,Gekkonidae
Sauria,Blaesodactylus sakalava,Gekkonidae,Gekkonidae
Sauria,Bunopus crassicauda,Gekkonidae,Gekkonidae
Sauria,Bunopus spatalurus,Gekkonidae,Gekkonidae
Sauria,Bunopus tuberculatus,Gekkonidae,Gekkonidae
Sauria,Calodactylodes aureus,Gekkonidae,Gekkonidae
Sauria,Calodactylodes illingworthorum,Gekkonidae,Gekkonidae
Sauria,Chondrodactylus angulifer,Gekkonidae,Gekkonidae
Sauria,Chondrodactylus bibronii,Gekkonidae,Gekkonidae
Sauria,Chondrodactylus fitzsimonsi,Gekkonidae,Gekkonidae
Sauria,Chondrodactylus turneri,Gekkonidae,Gekkonidae
Sauria,Christinus guentheri,Gekkonidae,Gekkonidae
Sauria,Christinus marmoratus,Gekkonidae,Gekkonidae
Sauria,Cnemaspis affinis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis africana,Gekkonidae,Gekkonidae
Sauria,Cnemaspis alantika,Gekkonidae,Gekkonidae
Sauria,Cnemaspis alwisi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis amith,Gekkonidae,Gekkonidae
Sauria,Cnemaspis anaikattiensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis andersonii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis argus,Gekkonidae,Gekkonidae
Sauria,Cnemaspis assamensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis aurantiacopes,Gekkonidae,Gekkonidae
Sauria,Cnemaspis australis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis barbouri,Gekkonidae,Gekkonidae
Sauria,Cnemaspis baueri,Gekkonidae,Gekkonidae
Sauria,Cnemaspis bayuensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis beddomei,Gekkonidae,Gekkonidae
Sauria,Cnemaspis biocellata,Gekkonidae,Gekkonidae
Sauria,Cnemaspis boiei,Gekkonidae,Gekkonidae
Sauria,Cnemaspis boulengerii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis caudanivea,Gekkonidae,Gekkonidae
Sauria,Cnemaspis chanardi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis chanthaburiensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis clivicola,Gekkonidae,Gekkonidae
Sauria,Cnemaspis dezwaani,Gekkonidae,Gekkonidae
Sauria,Cnemaspis dickersonae,Gekkonidae,Gekkonidae
Sauria,Cnemaspis dilepis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis dringi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis elgonensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis flavigaster,Gekkonidae,Gekkonidae
Sauria,Cnemaspis flavolineata,Gekkonidae,Gekkonidae
Sauria,Cnemaspis gemunu,Gekkonidae,Gekkonidae
Sauria,Cnemaspis gigas,Gekkonidae,Gekkonidae
Sauria,Cnemaspis goaensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis gracilis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis harimau,Gekkonidae,Gekkonidae
Sauria,Cnemaspis heteropholis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis huaseesom,Gekkonidae,Gekkonidae
Sauria,Cnemaspis indica,Gekkonidae,Gekkonidae
Sauria,Cnemaspis indraneildasii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis jacobsoni,Gekkonidae,Gekkonidae
Sauria,Cnemaspis jerdonii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kallima,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kamolnorranathi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kandiana,Gekkonidae,Gekkonidae
Sauria,Cnemaspis karsticola,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kendallii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis koehleri,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kolhapurensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kumarasinghei,Gekkonidae,Gekkonidae
Sauria,Cnemaspis kumpoli,Gekkonidae,Gekkonidae
Sauria,Cnemaspis laoensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis latha,Gekkonidae,Gekkonidae
Sauria,Cnemaspis limi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis littoralis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis mcguirei,Gekkonidae,Gekkonidae
Sauria,Cnemaspis menikay,Gekkonidae,Gekkonidae
Sauria,Cnemaspis modiglianii,Gekkonidae,Gekkonidae
Sauria,Cnemaspis molligodai,Gekkonidae,Gekkonidae
Sauria,Cnemaspis monachorum,Gekkonidae,Gekkonidae
Sauria,Cnemaspis monticola,Gekkonidae,Gekkonidae
Sauria,Cnemaspis mysoriensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis nairi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis narathiwatensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis neangthyi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis nigridius,Gekkonidae,Gekkonidae
Sauria,Cnemaspis nilagirica,Gekkonidae,Gekkonidae
Sauria,Cnemaspis niyomwanae,Gekkonidae,Gekkonidae
Sauria,Cnemaspis nuicamensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis occidentalis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis ornata,Gekkonidae,Gekkonidae
Sauria,Cnemaspis otai,Gekkonidae,Gekkonidae
Sauria,Cnemaspis paripari,Gekkonidae,Gekkonidae
Sauria,Cnemaspis pava,Gekkonidae,Gekkonidae
Sauria,Cnemaspis pemanggilensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis perhentianensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis petrodroma,Gekkonidae,Gekkonidae
Sauria,Cnemaspis phillipsi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis phuketensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis podihuna,Gekkonidae,Gekkonidae
Sauria,Cnemaspis pseudomcguirei,Gekkonidae,Gekkonidae
Sauria,Cnemaspis psychedelica,Gekkonidae,Gekkonidae
Sauria,Cnemaspis pulchra,Gekkonidae,Gekkonidae
Sauria,Cnemaspis punctata,Gekkonidae,Gekkonidae
Sauria,Cnemaspis punctatonuchalis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis quattuorseriata,Gekkonidae,Gekkonidae
Sauria,Cnemaspis retigalensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis roticanai,Gekkonidae,Gekkonidae
Sauria,Cnemaspis samanalensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis scalpensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis shahruli,Gekkonidae,Gekkonidae
Sauria,Cnemaspis siamensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis silvula,Gekkonidae,Gekkonidae
Sauria,Cnemaspis sisparensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis spinicollis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis timoriensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis tropidogaster,Gekkonidae,Gekkonidae
Sauria,Cnemaspis tucdupensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis upendrai,Gekkonidae,Gekkonidae
Sauria,Cnemaspis uzungwae,Gekkonidae,Gekkonidae
Sauria,Cnemaspis vandeventeri,Gekkonidae,Gekkonidae
Sauria,Cnemaspis whittenorum,Gekkonidae,Gekkonidae
Sauria,Cnemaspis wicksi,Gekkonidae,Gekkonidae
Sauria,Cnemaspis wynadensis,Gekkonidae,Gekkonidae
Sauria,Cnemaspis yercaudensis,Gekkonidae,Gekkonidae
Sauria,Colopus kochii,Gekkonidae,Gekkonidae
Sauria,Colopus wahlbergii,Gekkonidae,Gekkonidae
Sauria,Crossobamon eversmanni,Gekkonidae,Gekkonidae
Sauria,Crossobamon orientalis,Gekkonidae,Gekkonidae
Sauria,Cryptactites peringueyi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus aaroni,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus adleri,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus adorus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus aequalis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus agusanensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus albofasciatus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus angularis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus annandalei,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus annulatus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus aravallensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus arcanus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus astrum,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus aurensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus auribalteatus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus australotitiwangsaensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus ayeyarwadyensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus badenensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus baluensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus batik,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus batucolus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus bichnganae,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus bidoupimontis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus bintangrendah,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus bintangtinggi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus biordinis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus boreoclivus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus brevidactylus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus brevipalmatus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus buchardi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus bugiamapensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus caovansungi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus capreoloides,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus cattienensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus cavernicolus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus chanhomeae,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus chauquangensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus chrysopylos,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus collegalensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus condorensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus consobrinoides,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus consobrinus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus cracens,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus cryptus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus cucphuongensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus darmandvillei,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus deccanensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus derongo,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus deveti,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus dumnuii,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus durio,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus edwardtaylori,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus eisenmanae,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus elok,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus epiroticus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus erythrops,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus fasciolatum,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus feae,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus fraenatus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus fumosus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus gansi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus gordongekkoi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus grismeri,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus gubaot,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus gubernatoris,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus halmahericus,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus hontreensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus hoskini,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus huongsonensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus huynhi,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus ingeri,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus interdigitalis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus intermedius,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus irianjayaensis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus irregularis,Gekkonidae,Gekkonidae
Sauria,Cyrtodactylus jambangan,Gekkonidae,Gekkonidae
