Higher Taxon,December 2012,Family,Subfamily
Sauria,Lerista rochfordensis,Scincidae,Lygosominae
Sauria,Lerista rolfei,Scincidae,Lygosominae
Sauria,Lerista separanda,Scincidae,Lygosominae
Sauria,Lerista simillima,Scincidae,Lygosominae
Sauria,Lerista speciosa,Scincidae,Lygosominae
Sauria,Lerista stictopleura,Scincidae,Lygosominae
Sauria,Lerista storri,Scincidae,Lygosominae
Sauria,Lerista stylis,Scincidae,Lygosominae
Sauria,Lerista taeniata,Scincidae,Lygosominae
Sauria,Lerista talpina,Scincidae,Lygosominae
Sauria,Lerista terdigitata,Scincidae,Lygosominae
Sauria,Lerista tridactyla,Scincidae,Lygosominae
Sauria,Lerista uniduo,Scincidae,Lygosominae
Sauria,Lerista varia,Scincidae,Lygosominae
Sauria,Lerista verhmens,Scincidae,Lygosominae
Sauria,Lerista vermicularis,Scincidae,Lygosominae
Sauria,Lerista viduata,Scincidae,Lygosominae
Sauria,Lerista vittata,Scincidae,Lygosominae
Sauria,Lerista walkeri,Scincidae,Lygosominae
Sauria,Lerista wilkinsi,Scincidae,Lygosominae
Sauria,Lerista xanthura,Scincidae,Lygosominae
Sauria,Lerista yuna,Scincidae,Lygosominae
Sauria,Lerista zietzi,Scincidae,Lygosominae
Sauria,Lerista zonulata,Scincidae,Lygosominae
Sauria,Liburnascincus coensis,Scincidae,Lygosominae
Sauria,Liburnascincus mundivensis,Scincidae,Lygosominae
Sauria,Liburnascincus scirtetis,Scincidae,Lygosominae
Sauria,Liopholis guthega,Scincidae,Lygosominae
Sauria,Liopholis inornata,Scincidae,Lygosominae
Sauria,Liopholis kintorei,Scincidae,Lygosominae
Sauria,Liopholis margaretae,Scincidae,Lygosominae
Sauria,Liopholis modesta,Scincidae,Lygosominae
Sauria,Liopholis montana,Scincidae,Lygosominae
Sauria,Liopholis multiscutata,Scincidae,Lygosominae
Sauria,Liopholis pulchra,Scincidae,Lygosominae
Sauria,Liopholis slateri,Scincidae,Lygosominae
Sauria,Liopholis striata,Scincidae,Lygosominae
Sauria,Liopholis whitii,Scincidae,Lygosominae
Sauria,Lioscincus greeri,Scincidae,Lygosominae
Sauria,Lioscincus maruia,Scincidae,Lygosominae
Sauria,Lioscincus nigrofasciolatum,Scincidae,Lygosominae
Sauria,Lioscincus novaecaledoniae,Scincidae,Lygosominae
Sauria,Lioscincus steindachneri,Scincidae,Lygosominae
Sauria,Lioscincus tillieri,Scincidae,Lygosominae
Sauria,Lioscincus vivae,Scincidae,Lygosominae
Sauria,Lipinia albodorsalis,Scincidae,Lygosominae
Sauria,Lipinia auriculata,Scincidae,Lygosominae
Sauria,Lipinia cheesmanae,Scincidae,Lygosominae
Sauria,Lipinia inexpectata,Scincidae,Lygosominae
Sauria,Lipinia infralineolata,Scincidae,Lygosominae
Sauria,Lipinia leptosoma,Scincidae,Lygosominae
Sauria,Lipinia longiceps,Scincidae,Lygosominae
Sauria,Lipinia macrotympanum,Scincidae,Lygosominae
Sauria,Lipinia miangensis,Scincidae,Lygosominae
Sauria,Lipinia nitens,Scincidae,Lygosominae
Sauria,Lipinia noctua,Scincidae,Lygosominae
Sauria,Lipinia nototaenia,Scincidae,Lygosominae
Sauria,Lipinia occidentalis,Scincidae,Lygosominae
Sauria,Lipinia pulchella,Scincidae,Lygosominae
Sauria,Lipinia pulchra,Scincidae,Lygosominae
Sauria,Lipinia quadrivittata,Scincidae,Lygosominae
Sauria,Lipinia rabori,Scincidae,Lygosominae
Sauria,Lipinia relicta,Scincidae,Lygosominae
Sauria,Lipinia rouxi,Scincidae,Lygosominae
Sauria,Lipinia semperi,Scincidae,Lygosominae
Sauria,Lipinia septentrionalis,Scincidae,Lygosominae
Sauria,Lipinia subvittata,Scincidae,Lygosominae
Sauria,Lipinia surda,Scincidae,Lygosominae
Sauria,Lipinia venemai,Scincidae,Lygosominae
Sauria,Lipinia vittigera,Scincidae,Lygosominae
Sauria,Lipinia vulcania,Scincidae,Lygosominae
Sauria,Lipinia zamboangensis,Scincidae,Lygosominae
Sauria,Lissolepis coventryi,Scincidae,Lygosominae
Sauria,Lissolepis luctuosa,Scincidae,Lygosominae
Sauria,Lobulia alpina,Scincidae,Lygosominae
Sauria,Lobulia brongersmai,Scincidae,Lygosominae
Sauria,Lobulia elegans,Scincidae,Lygosominae
Sauria,Lobulia glacialis,Scincidae,Lygosominae
Sauria,Lobulia stellaris,Scincidae,Lygosominae
Sauria,Lobulia subalpina,Scincidae,Lygosominae
Sauria,Lygisaurus abscondita,Scincidae,Lygosominae
Sauria,Lygisaurus aeratus,Scincidae,Lygosominae
Sauria,Lygisaurus curtus,Scincidae,Lygosominae
Sauria,Lygisaurus foliorum,Scincidae,Lygosominae
Sauria,Lygisaurus laevis,Scincidae,Lygosominae
Sauria,Lygisaurus macfarlani,Scincidae,Lygosominae
Sauria,Lygisaurus malleolus,Scincidae,Lygosominae
Sauria,Lygisaurus novaeguineae,Scincidae,Lygosominae
Sauria,Lygisaurus parrhasius,Scincidae,Lygosominae
Sauria,Lygisaurus rococo,Scincidae,Lygosominae
Sauria,Lygisaurus sesbrauna,Scincidae,Lygosominae
Sauria,Lygisaurus tanneri,Scincidae,Lygosominae
Sauria,Lygisaurus zuma,Scincidae,Lygosominae
Sauria,Lygosoma albopunctata,Scincidae,Lygosominae
Sauria,Lygosoma angeli,Scincidae,Lygosominae
Sauria,Lygosoma anguinum,Scincidae,Lygosominae
Sauria,Lygosoma ashwamedhi,Scincidae,Lygosominae
Sauria,Lygosoma bampfyldei,Scincidae,Lygosominae
Sauria,Lygosoma boehmei,Scincidae,Lygosominae
Sauria,Lygosoma bowringii,Scincidae,Lygosominae
Sauria,Lygosoma carinatum,Scincidae,Lygosominae
Sauria,Lygosoma chaperi,Scincidae,Lygosominae
Sauria,Lygosoma corpulentum,Scincidae,Lygosominae
Sauria,Lygosoma frontoparietale,Scincidae,Lygosominae
Sauria,Lygosoma goaensis,Scincidae,Lygosominae
Sauria,Lygosoma guentheri,Scincidae,Lygosominae
Sauria,Lygosoma haroldyoungi,Scincidae,Lygosominae
Sauria,Lygosoma herberti,Scincidae,Lygosominae
Sauria,Lygosoma isodactylum,Scincidae,Lygosominae
Sauria,Lygosoma koratense,Scincidae,Lygosominae
Sauria,Lygosoma laeviceps,Scincidae,Lygosominae
Sauria,Lygosoma lanceolatum,Scincidae,Lygosominae
Sauria,Lygosoma lineata,Scincidae,Lygosominae
Sauria,Lygosoma lineolatum,Scincidae,Lygosominae
Sauria,Lygosoma mafianum,Scincidae,Lygosominae
Sauria,Lygosoma opisthorhodum,Scincidae,Lygosominae
Sauria,Lygosoma pembanum,Scincidae,Lygosominae
Sauria,Lygosoma popae,Scincidae,Lygosominae
Sauria,Lygosoma pruthi,Scincidae,Lygosominae
Sauria,Lygosoma punctata,Scincidae,Lygosominae
Sauria,Lygosoma quadrupes,Scincidae,Lygosominae
Sauria,Lygosoma singha,Scincidae,Lygosominae
Sauria,Lygosoma sundevalli,Scincidae,Lygosominae
Sauria,Lygosoma veunsaiensis,Scincidae,Lygosominae
Sauria,Lygosoma vosmaeri,Scincidae,Lygosominae
Sauria,Mabuya agilis,Scincidae,Lygosominae
Sauria,Mabuya agmosticha,Scincidae,Lygosominae
Sauria,Mabuya altamazonica,Scincidae,Lygosominae
Sauria,Mabuya anegadae,Scincidae,Lygosominae
Sauria,Mabuya arajara,Scincidae,Lygosominae
Sauria,Mabuya aurae,Scincidae,Lygosominae
Sauria,Mabuya aurulae,Scincidae,Lygosominae
Sauria,Mabuya berengerae,Scincidae,Lygosominae
Sauria,Mabuya bistriata,Scincidae,Lygosominae
Sauria,Mabuya caicosae,Scincidae,Lygosominae
Sauria,Mabuya caissara,Scincidae,Lygosominae
Sauria,Mabuya carvalhoi,Scincidae,Lygosominae
Sauria,Mabuya cochabambae,Scincidae,Lygosominae
Sauria,Mabuya cochonae,Scincidae,Lygosominae
Sauria,Mabuya croizati,Scincidae,Lygosominae
Sauria,Mabuya culebrae,Scincidae,Lygosominae
Sauria,Mabuya desiradae,Scincidae,Lygosominae
Sauria,Mabuya dominicana,Scincidae,Lygosominae
Sauria,Mabuya dorsivittata,Scincidae,Lygosominae
Sauria,Mabuya falconensis,Scincidae,Lygosominae
Sauria,Mabuya frenata,Scincidae,Lygosominae
Sauria,Mabuya fulgidus,Scincidae,Lygosominae
Sauria,Mabuya grandisterrae,Scincidae,Lygosominae
Sauria,Mabuya guadeloupae,Scincidae,Lygosominae
Sauria,Mabuya guaporicola,Scincidae,Lygosominae
Sauria,Mabuya haitiae,Scincidae,Lygosominae
Sauria,Mabuya heathi,Scincidae,Lygosominae
Sauria,Mabuya hispaniolae,Scincidae,Lygosominae
Sauria,Mabuya lanceolata,Scincidae,Lygosominae
Sauria,Mabuya lineolatus,Scincidae,Lygosominae
Sauria,Mabuya luciae,Scincidae,Lygosominae
Sauria,Mabuya mabouya,Scincidae,Lygosominae
Sauria,Mabuya macleani,Scincidae,Lygosominae
Sauria,Mabuya macrorhyncha,Scincidae,Lygosominae
Sauria,Mabuya magnacornae,Scincidae,Lygosominae
Sauria,Mabuya magnacruzae,Scincidae,Lygosominae
Sauria,Mabuya margaritae,Scincidae,Lygosominae
Sauria,Mabuya mariagalantae,Scincidae,Lygosominae
Sauria,Mabuya martinae,Scincidae,Lygosominae
Sauria,Mabuya meridensis,Scincidae,Lygosominae
Sauria,Mabuya metallicum,Scincidae,Lygosominae
Sauria,Mabuya monae,Scincidae,Lygosominae
Sauria,Mabuya monitae,Scincidae,Lygosominae
Sauria,Mabuya montserratae,Scincidae,Lygosominae
Sauria,Mabuya nebulosylvestris,Scincidae,Lygosominae
Sauria,Mabuya nigropalmata,Scincidae,Lygosominae
Sauria,Mabuya nigropunctata,Scincidae,Lygosominae
Sauria,Mabuya nitidus,Scincidae,Lygosominae
Sauria,Mabuya parvicruzae,Scincidae,Lygosominae
Sauria,Mabuya pergravis,Scincidae,Lygosominae
Sauria,Mabuya powelli,Scincidae,Lygosominae
Sauria,Mabuya redondae,Scincidae,Lygosominae
Sauria,Mabuya roatanae,Scincidae,Lygosominae
Sauria,Mabuya semitaeniatus,Scincidae,Lygosominae
Sauria,Mabuya sloanii,Scincidae,Lygosominae
Sauria,Mabuya spilonotus,Scincidae,Lygosominae
Sauria,Mabuya turksae,Scincidae,Lygosominae
Sauria,Mabuya unimarginata,Scincidae,Lygosominae
Sauria,Mabuya zuliae,Scincidae,Lygosominae
Sauria,Marmorosphax boulinda,Scincidae,Lygosominae
Sauria,Marmorosphax kaala,Scincidae,Lygosominae
Sauria,Marmorosphax montana,Scincidae,Lygosominae
Sauria,Marmorosphax taom,Scincidae,Lygosominae
Sauria,Marmorosphax tricolor,Scincidae,Lygosominae
Sauria,Menetia alanae,Scincidae,Lygosominae
Sauria,Menetia amaura,Scincidae,Lygosominae
Sauria,Menetia concinna,Scincidae,Lygosominae
Sauria,Menetia greyii,Scincidae,Lygosominae
Sauria,Menetia koshlandae,Scincidae,Lygosominae
Sauria,Menetia maini,Scincidae,Lygosominae
Sauria,Menetia sadlieri,Scincidae,Lygosominae
Sauria,Menetia surda,Scincidae,Lygosominae
Sauria,Menetia timlowi,Scincidae,Lygosominae
Sauria,Mochlus afer,Scincidae,Lygosominae
Sauria,Mochlus brevicaudis,Scincidae,Lygosominae
Sauria,Mochlus grandisonianum,Scincidae,Lygosominae
Sauria,Mochlus guineensis,Scincidae,Lygosominae
Sauria,Mochlus mabuiiforme,Scincidae,Lygosominae
Sauria,Mochlus mocquardi,Scincidae,Lygosominae
Sauria,Mochlus paedocarinatum,Scincidae,Lygosominae
Sauria,Mochlus productum,Scincidae,Lygosominae
Sauria,Mochlus simonettai,Scincidae,Lygosominae
Sauria,Mochlus somalicum,Scincidae,Lygosominae
Sauria,Mochlus tanae,Scincidae,Lygosominae
Sauria,Mochlus vinciguerrae,Scincidae,Lygosominae
Sauria,Morethia adelaidensis,Scincidae,Lygosominae
Sauria,Morethia boulengeri,Scincidae,Lygosominae
Sauria,Morethia butleri,Scincidae,Lygosominae
Sauria,Morethia lineoocellata,Scincidae,Lygosominae
Sauria,Morethia obscura,Scincidae,Lygosominae
Sauria,Morethia ruficauda,Scincidae,Lygosominae
Sauria,Morethia storri,Scincidae,Lygosominae
Sauria,Morethia taeniopleura,Scincidae,Lygosominae
Sauria,Nangura spinosa,Scincidae,Lygosominae
Sauria,Nannoscincus exos,Scincidae,Lygosominae
Sauria,Nannoscincus garrulus,Scincidae,Lygosominae
Sauria,Nannoscincus gracilis,Scincidae,Lygosominae
Sauria,Nannoscincus greeri,Scincidae,Lygosominae
Sauria,Nannoscincus hanchisteus,Scincidae,Lygosominae
Sauria,Nannoscincus humectus,Scincidae,Lygosominae
Sauria,Nannoscincus maccoyi,Scincidae,Lygosominae
Sauria,Nannoscincus manautei,Scincidae,Lygosominae
Sauria,Nannoscincus mariei,Scincidae,Lygosominae
Sauria,Nannoscincus rankini,Scincidae,Lygosominae
Sauria,Nannoscincus slevini,Scincidae,Lygosominae
Sauria,Niveoscincus coventryi,Scincidae,Lygosominae
Sauria,Niveoscincus greeni,Scincidae,Lygosominae
Sauria,Niveoscincus metallicus,Scincidae,Lygosominae
Sauria,Niveoscincus microlepidotus,Scincidae,Lygosominae
Sauria,Niveoscincus ocellatus,Scincidae,Lygosominae
Sauria,Niveoscincus orocryptus,Scincidae,Lygosominae
Sauria,Niveoscincus palfreymani,Scincidae,Lygosominae
Sauria,Niveoscincus pretiosus,Scincidae,Lygosominae
Sauria,Notoscincus butleri,Scincidae,Lygosominae
Sauria,Notoscincus ornatus,Scincidae,Lygosominae
Sauria,Oligosoma acrinasum,Scincidae,Lygosominae
Sauria,Oligosoma aeneum,Scincidae,Lygosominae
Sauria,Oligosoma alani,Scincidae,Lygosominae
Sauria,Oligosoma burganae,Scincidae,Lygosominae
Sauria,Oligosoma chloronoton,Scincidae,Lygosominae
Sauria,Oligosoma fallai,Scincidae,Lygosominae
Sauria,Oligosoma grande,Scincidae,Lygosominae
Sauria,Oligosoma hardyi,Scincidae,Lygosominae
Sauria,Oligosoma homalonotum,Scincidae,Lygosominae
Sauria,Oligosoma inconspicuum,Scincidae,Lygosominae
Sauria,Oligosoma infrapunctatum,Scincidae,Lygosominae
Sauria,Oligosoma judgei,Scincidae,Lygosominae
Sauria,Oligosoma levidensum,Scincidae,Lygosominae
Sauria,Oligosoma lichenigera,Scincidae,Lygosominae
Sauria,Oligosoma lineoocellatum,Scincidae,Lygosominae
Sauria,Oligosoma longipes,Scincidae,Lygosominae
Sauria,Oligosoma maccanni,Scincidae,Lygosominae
Sauria,Oligosoma macgregori,Scincidae,Lygosominae
Sauria,Oligosoma microlepis,Scincidae,Lygosominae
Sauria,Oligosoma moco,Scincidae,Lygosominae
Sauria,Oligosoma nigriplantare,Scincidae,Lygosominae
Sauria,Oligosoma northlandi,Scincidae,Lygosominae
Sauria,Oligosoma notosaurus,Scincidae,Lygosominae
Sauria,Oligosoma oliveri,Scincidae,Lygosominae
Sauria,Oligosoma ornatum,Scincidae,Lygosominae
Sauria,Oligosoma otagense,Scincidae,Lygosominae
Sauria,Oligosoma pikitanga,Scincidae,Lygosominae
Sauria,Oligosoma polychroma,Scincidae,Lygosominae
Sauria,Oligosoma repens,Scincidae,Lygosominae
Sauria,Oligosoma smithi,Scincidae,Lygosominae
Sauria,Oligosoma stenotis,Scincidae,Lygosominae
Sauria,Oligosoma striatum,Scincidae,Lygosominae
Sauria,Oligosoma suteri,Scincidae,Lygosominae
Sauria,Oligosoma taumakae,Scincidae,Lygosominae
Sauria,Oligosoma tekakahu,Scincidae,Lygosominae
Sauria,Oligosoma toka,Scincidae,Lygosominae
Sauria,Oligosoma townsi,Scincidae,Lygosominae
Sauria,Oligosoma waimatense,Scincidae,Lygosominae
Sauria,Oligosoma whitakeri,Scincidae,Lygosominae
Sauria,Oligosoma zelandicum,Scincidae,Lygosominae
Sauria,Ophioscincus cooloolensis,Scincidae,Lygosominae
Sauria,Ophioscincus ophioscincus,Scincidae,Lygosominae
Sauria,Ophioscincus truncatus,Scincidae,Lygosominae
Sauria,Otosaurus cumingi,Scincidae,Lygosominae
Sauria,Panaspis breviceps,Scincidae,Lygosominae
Sauria,Panaspis burgeoni,Scincidae,Lygosominae
Sauria,Panaspis cabindae,Scincidae,Lygosominae
Sauria,Panaspis helleri,Scincidae,Lygosominae
Sauria,Panaspis kitsoni,Scincidae,Lygosominae
Sauria,Panaspis maculicollis,Scincidae,Lygosominae
Sauria,Panaspis megalurus,Scincidae,Lygosominae
Sauria,Panaspis nimbaensis,Scincidae,Lygosominae
Sauria,Panaspis quattuordigitata,Scincidae,Lygosominae
Sauria,Panaspis tancredi,Scincidae,Lygosominae
Sauria,Panaspis thomasi,Scincidae,Lygosominae
Sauria,Panaspis togoensis,Scincidae,Lygosominae
Sauria,Papuascincus buergersi,Scincidae,Lygosominae
Sauria,Papuascincus morokanus,Scincidae,Lygosominae
Sauria,Papuascincus phaeodes,Scincidae,Lygosominae
Sauria,Papuascincus stanleyanus,Scincidae,Lygosominae
Sauria,Parvoscincus beyeri,Scincidae,Lygosominae
Sauria,Parvoscincus boyingi,Scincidae,Lygosominae
Sauria,Parvoscincus decipiens,Scincidae,Lygosominae
Sauria,Parvoscincus hadros,Scincidae,Lygosominae
Sauria,Parvoscincus igorotorum,Scincidae,Lygosominae
Sauria,Parvoscincus kitangladensis,Scincidae,Lygosominae
Sauria,Parvoscincus laterimaculatus,Scincidae,Lygosominae
Sauria,Parvoscincus lawtoni,Scincidae,Lygosominae
Sauria,Parvoscincus leucospilos,Scincidae,Lygosominae
Sauria,Parvoscincus luzonense,Scincidae,Lygosominae
Sauria,Parvoscincus palawanensis,Scincidae,Lygosominae
Sauria,Parvoscincus sisoni,Scincidae,Lygosominae
Sauria,Parvoscincus steerei,Scincidae,Lygosominae
Sauria,Parvoscincus tagapayo,Scincidae,Lygosominae
Sauria,Phoboscincus bocourti,Scincidae,Lygosominae
Sauria,Phoboscincus garnieri,Scincidae,Lygosominae
Sauria,Pinoyscincus abdictus,Scincidae,Lygosominae
Sauria,Pinoyscincus coxi,Scincidae,Lygosominae
Sauria,Pinoyscincus jagori,Scincidae,Lygosominae
Sauria,Pinoyscincus llanosi,Scincidae,Lygosominae
Sauria,Pinoyscincus mindanensis,Scincidae,Lygosominae
Sauria,Prasinohaema flavipes,Scincidae,Lygosominae
Sauria,Prasinohaema parkeri,Scincidae,Lygosominae
Sauria,Prasinohaema prehensicauda,Scincidae,Lygosominae
Sauria,Prasinohaema semoni,Scincidae,Lygosominae
Sauria,Prasinohaema virens,Scincidae,Lygosominae
Sauria,Proablepharus barrylyoni,Scincidae,Lygosominae
Sauria,Proablepharus kinghorni,Scincidae,Lygosominae
Sauria,Proablepharus naranjicaudus,Scincidae,Lygosominae
Sauria,Proablepharus reginae,Scincidae,Lygosominae
Sauria,Proablepharus tenuis,Scincidae,Lygosominae
Sauria,Pseudemoia baudini,Scincidae,Lygosominae
Sauria,Pseudemoia cryodroma,Scincidae,Lygosominae
Sauria,Pseudemoia entrecasteauxii,Scincidae,Lygosominae
Sauria,Pseudemoia pagenstecheri,Scincidae,Lygosominae
Sauria,Pseudemoia rawlinsoni,Scincidae,Lygosominae
Sauria,Pseudemoia spenceri,Scincidae,Lygosominae
Sauria,Ristella beddomii,Scincidae,Lygosominae
Sauria,Ristella guentheri,Scincidae,Lygosominae
Sauria,Ristella rurkii,Scincidae,Lygosominae
Sauria,Ristella travancorica,Scincidae,Lygosominae
Sauria,Saiphos equalis,Scincidae,Lygosominae
Sauria,Saproscincus basiliscus,Scincidae,Lygosominae
Sauria,Saproscincus challengeri,Scincidae,Lygosominae
Sauria,Saproscincus czechurai,Scincidae,Lygosominae
Sauria,Saproscincus eungellensis,Scincidae,Lygosominae
Sauria,Saproscincus hannahae,Scincidae,Lygosominae
Sauria,Saproscincus lewisi,Scincidae,Lygosominae
Sauria,Saproscincus mustelinus,Scincidae,Lygosominae
Sauria,Saproscincus oriarus,Scincidae,Lygosominae
Sauria,Saproscincus rosei,Scincidae,Lygosominae
Sauria,Saproscincus spectabilis,Scincidae,Lygosominae
Sauria,Saproscincus tetradactylus,Scincidae,Lygosominae
Sauria,Scincella apraefrontalis,Scincidae,Lygosominae
Sauria,Scincella assatus,Scincidae,Lygosominae
Sauria,Scincella barbouri,Scincidae,Lygosominae
Sauria,Scincella boettgeri,Scincidae,Lygosominae
Sauria,Scincella capitanea,Scincidae,Lygosominae
Sauria,Scincella caudaequinae,Scincidae,Lygosominae
Sauria,Scincella cherriei,Scincidae,Lygosominae
Sauria,Scincella darevskii,Scincidae,Lygosominae
Sauria,Scincella devorator,Scincidae,Lygosominae
Sauria,Scincella doriae,Scincidae,Lygosominae
Sauria,Scincella forbesora,Scincidae,Lygosominae
Sauria,Scincella formosensis,Scincidae,Lygosominae
Sauria,Scincella gemmingeri,Scincidae,Lygosominae
Sauria,Scincella huanrenensis,Scincidae,Lygosominae
Sauria,Scincella incerta,Scincidae,Lygosominae
Sauria,Scincella inconspicua,Scincidae,Lygosominae
Sauria,Scincella kikaapoa,Scincidae,Lygosominae
Sauria,Scincella lateralis,Scincidae,Lygosominae
Sauria,Scincella macrotis,Scincidae,Lygosominae
Sauria,Scincella melanosticta,Scincidae,Lygosominae
Sauria,Scincella modesta,Scincidae,Lygosominae
Sauria,Scincella monticola,Scincidae,Lygosominae
Sauria,Scincella ochracea,Scincidae,Lygosominae
Sauria,Scincella potanini,Scincidae,Lygosominae
Sauria,Scincella przewalskii,Scincidae,Lygosominae
Sauria,Scincella punctatolineata,Scincidae,Lygosominae
Sauria,Scincella rara,Scincidae,Lygosominae
Sauria,Scincella reevesii,Scincidae,Lygosominae
Sauria,Scincella rufocaudatus,Scincidae,Lygosominae
Sauria,Scincella rupicola,Scincidae,Lygosominae
Sauria,Scincella schmidti,Scincidae,Lygosominae
Sauria,Scincella silvicola,Scincidae,Lygosominae
Sauria,Scincella tsinlingensis,Scincidae,Lygosominae
Sauria,Scincella vandenburghi,Scincidae,Lygosominae
Sauria,Scincella victoriana,Scincidae,Lygosominae
Sauria,Sigaloseps deplanchei,Scincidae,Lygosominae
Sauria,Sigaloseps ruficauda,Scincidae,Lygosominae
Sauria,Simiscincus aurantiacus,Scincidae,Lygosominae
Sauria,Sphenomorphus acutus,Scincidae,Lygosominae
Sauria,Sphenomorphus aignanus,Scincidae,Lygosominae
Sauria,Sphenomorphus alfredi,Scincidae,Lygosominae
Sauria,Sphenomorphus amblyplacodes,Scincidae,Lygosominae
Sauria,Sphenomorphus annectens,Scincidae,Lygosominae
Sauria,Sphenomorphus anomalopus,Scincidae,Lygosominae
Sauria,Sphenomorphus anotus,Scincidae,Lygosominae
Sauria,Sphenomorphus bacboensis,Scincidae,Lygosominae
Sauria,Sphenomorphus beauforti,Scincidae,Lygosominae
Sauria,Sphenomorphus bignelli,Scincidae,Lygosominae
Sauria,Sphenomorphus brunneus,Scincidae,Lygosominae
Sauria,Sphenomorphus buenloicus,Scincidae,Lygosominae
Sauria,Sphenomorphus buettikoferi,Scincidae,Lygosominae
Sauria,Sphenomorphus bukitensis,Scincidae,Lygosominae
Sauria,Sphenomorphus butleri,Scincidae,Lygosominae
Sauria,Sphenomorphus cameronicus,Scincidae,Lygosominae
Sauria,Sphenomorphus capitolythos,Scincidae,Lygosominae
Sauria,Sphenomorphus celebense,Scincidae,Lygosominae
Sauria,Sphenomorphus cinereus,Scincidae,Lygosominae
Sauria,Sphenomorphus concinnatus,Scincidae,Lygosominae
Sauria,Sphenomorphus consobrinus,Scincidae,Lygosominae
Sauria,Sphenomorphus cophias,Scincidae,Lygosominae
Sauria,Sphenomorphus courcyanum,Scincidae,Lygosominae
Sauria,Sphenomorphus cranei,Scincidae,Lygosominae
Sauria,Sphenomorphus crassa,Scincidae,Lygosominae
Sauria,Sphenomorphus cryptotis,Scincidae,Lygosominae
Sauria,Sphenomorphus cyanolaemus,Scincidae,Lygosominae
Sauria,Sphenomorphus darlingtoni,Scincidae,Lygosominae
Sauria,Sphenomorphus derooyae,Scincidae,Lygosominae
Sauria,Sphenomorphus diwata,Scincidae,Lygosominae
Sauria,Sphenomorphus dussumieri,Scincidae,Lygosominae
Sauria,Sphenomorphus fasciatus,Scincidae,Lygosominae
Sauria,Sphenomorphus forbesi,Scincidae,Lygosominae
Sauria,Sphenomorphus fragilis,Scincidae,Lygosominae
Sauria,Sphenomorphus fragosus,Scincidae,Lygosominae
Sauria,Sphenomorphus fuscolineatus,Scincidae,Lygosominae
Sauria,Sphenomorphus grandisonae,Scincidae,Lygosominae
Sauria,Sphenomorphus granulatus,Scincidae,Lygosominae
Sauria,Sphenomorphus haasi,Scincidae,Lygosominae
Sauria,Sphenomorphus helenae,Scincidae,Lygosominae
Sauria,Sphenomorphus incognitus,Scincidae,Lygosominae
Sauria,Sphenomorphus indicus,Scincidae,Lygosominae
Sauria,Sphenomorphus ishaki,Scincidae,Lygosominae
Sauria,Sphenomorphus jeudei,Scincidae,Lygosominae
Sauria,Sphenomorphus jobiensis,Scincidae,Lygosominae
Sauria,Sphenomorphus kinabaluensis,Scincidae,Lygosominae
Sauria,Sphenomorphus langkawiensis,Scincidae,Lygosominae
Sauria,Sphenomorphus latifasciatus,Scincidae,Lygosominae
Sauria,Sphenomorphus leptofasciatus,Scincidae,Lygosominae
Sauria,Sphenomorphus lineopunctulatus,Scincidae,Lygosominae
Sauria,Sphenomorphus longicaudatus,Scincidae,Lygosominae
Sauria,Sphenomorphus loriae,Scincidae,Lygosominae
Sauria,Sphenomorphus louisiadensis,Scincidae,Lygosominae
Sauria,Sphenomorphus maculatus,Scincidae,Lygosominae
Sauria,Sphenomorphus maculicollus,Scincidae,Lygosominae
Sauria,Sphenomorphus maindroni,Scincidae,Lygosominae
Sauria,Sphenomorphus malayanum,Scincidae,Lygosominae
Sauria,Sphenomorphus megalops,Scincidae,Lygosominae
Sauria,Sphenomorphus melanopogon,Scincidae,Lygosominae
Sauria,Sphenomorphus meyeri,Scincidae,Lygosominae
Sauria,Sphenomorphus microtympanus,Scincidae,Lygosominae
Sauria,Sphenomorphus mimicus,Scincidae,Lygosominae
Sauria,Sphenomorphus mimikanum,Scincidae,Lygosominae
Sauria,Sphenomorphus minutus,Scincidae,Lygosominae
Sauria,Sphenomorphus misolense,Scincidae,Lygosominae
Sauria,Sphenomorphus modigliani,Scincidae,Lygosominae
Sauria,Sphenomorphus moszkowskii,Scincidae,Lygosominae
Sauria,Sphenomorphus muelleri,Scincidae,Lygosominae
Sauria,Sphenomorphus multisquamatus,Scincidae,Lygosominae
Sauria,Sphenomorphus murudensis,Scincidae,Lygosominae
Sauria,Sphenomorphus necopinatus,Scincidae,Lygosominae
Sauria,Sphenomorphus neuhaussi,Scincidae,Lygosominae
Sauria,Sphenomorphus nigriventris,Scincidae,Lygosominae
Sauria,Sphenomorphus nigrolabris,Scincidae,Lygosominae
Sauria,Sphenomorphus nigrolineata,Scincidae,Lygosominae
Sauria,Sphenomorphus oligolepis,Scincidae,Lygosominae
Sauria,Sphenomorphus orientale,Scincidae,Lygosominae
Sauria,Sphenomorphus papuae,Scincidae,Lygosominae
Sauria,Sphenomorphus perhentianensis,Scincidae,Lygosominae
Sauria,Sphenomorphus praesignis,Scincidae,Lygosominae
Sauria,Sphenomorphus pratti,Scincidae,Lygosominae
Sauria,Sphenomorphus puncticentralis,Scincidae,Lygosominae
Sauria,Sphenomorphus rarus,Scincidae,Lygosominae
Sauria,Sphenomorphus sabanus,Scincidae,Lygosominae
Sauria,Sphenomorphus sananus,Scincidae,Lygosominae
Sauria,Sphenomorphus sanctus,Scincidae,Lygosominae
